197101,6.5
197102,6.1
197103,6.1
197104,7
197105,7.3
197106,7.7
197107,7.6
197108,6.9
197109,6.7
197110,6.2
197111,5.9
197112,5.7
197201,5.4
197202,6
197203,6
197204,5.3
197205,5.2
197206,5.1
197207,5.5
197208,5.9
197209,5.6
197210,6
197211,6.1
197212,6.2
197301,6.9
197302,6.6
197303,7.9
197304,8.7
197305,9.8
197306,10.7
197307,11.2
197308,11.7
197309,13.1
197310,13.1
197311,14.1
197312,16.1
197401,17.9
197402,20.6
197403,19.9
197404,19.7
197405,19.9
197406,19.1
197407,20
197408,19.4
197409,18.5
197410,20.3
197411,19.6
197412,17.3
197501,15.2
197502,12.3
197503,11.6
197504,12.7
197505,11.9
197506,11.7
197507,10.4
197508,10.1
197509,9.7
197510,8.1
197511,7.9
197512,8
197601,8.7
197602,9.1
197603,9.4
197604,9.2
197605,9.3
197606,10
197607,9.8
197608,9.8
197609,9.9
197610,9.9
197611,10.6
197612,12.1
197701,10.3
197702,9.9
197703,9.7
197704,9.6
197705,10
197706,9
197707,9
197708,9.1
197709,8.6
197710,8.5
197711,7.6
197712,5.8
197801,5.7
197802,6.1
197803,6.4
197804,5.3
197805,5.2
197806,5.1
197807,5.3
197808,5.1
197809,5.2
197810,5.2
197811,5.2
197812,5.5
197901,5.2
197902,4.6
197903,4.6
197904,4.2
197905,4.2
197906,4.4
197907,4.2
197908,4
197909,4.2
197910,4.3
197911,4.4
197912,4.3
198001,4.7
198002,4.9
198003,5
198004,5.8
198005,6.7
198006,7.3
198007,7.3
198008,7.5
198009,7.2
198010,7.1
198011,7.1
198012,6.9
198101,6
198102,5.9
198103,5.6
198104,5.2
198105,4.8
198106,4.5
198107,4
198108,4
198109,4.2
198110,4
198111,3.9
198112,3.9
198201,3.6
198202,3.5
198203,3.5
198204,3.4
198205,3
198206,2.9
198207,2.9
198208,3.1
198209,3
198210,3
198211,2.8
198212,2.8
198301,2.6
198302,2.6
198303,2.5
198304,2.5
198305,2.6
198306,2.4
198307,2.5
198308,2.1
198309,2.2
198310,2.3
198311,2.6
198312,2.5
198401,2.5
198402,2.7
198403,2.5
198404,2.4
198405,2.9
198406,2.6
198407,2.6
198408,2.7
198409,2.4
198410,2.9
198411,2.8
198412,2.8
198501,3.2
198502,2.7
198503,3
198504,2.8
198505,2.5
198506,2.8
198507,2.6
198508,2.4
198509,2.9
198510,2.6
198511,2.7
198512,2.7
198601,1.8
198602,2.1
198603,1.9
198604,2
198605,2
198606,2
198607,1.9
198608,1.8
198609,1.9
198610,1.8
198611,1.8
198612,1.7
198701,1.7
198702,1.7
198703,1.8
198704,1.8
198705,1.4
198706,1.4
198707,1.6
198708,1.7
198709,1.4
198710,1.3
198711,1.4
198712,1.3
198801,1.3
198802,1.1
198803,1.1
198804,1.1
198805,1.2
198806,1
198807,0.8
198808,0.9
198809,1
198810,1.2
198811,1.2
198812,1.3
198901,1.4
198902,1.5
198903,1.5
198904,2.4
198905,2.8
198906,2.8
198907,2.8
198908,2.8
198909,3
198910,2.9
198911,2.8
198912,2.8
199001,2.9
199002,2.8
199003,2.9
199004,2.3
199005,2.5
199006,2.4
199007,2.4
199008,2.5
199009,2.5
199010,2.4
199011,2.8
199012,2.7
199101,2.5
199102,2.5
199103,2.6
199104,2.4
199105,2.6
199106,2.6
199107,2.7
199108,2.5
199109,2.6
199110,2.7
199111,2.7
199112,2.6
199201,2.3
199202,2.6
199203,2.7
199204,2.9
199205,2.7
199206,2.9
199207,2.5
199208,2.7
199209,2.4
199210,2.4
199211,2.3
199212,2.3
199301,1.9
199302,1.8
199303,1.5
199304,1.5
199305,1.4
199306,1.2
199307,1.5
199308,1.4
199309,1.4
199310,1.3
199311,1.1
199312,0.9
199401,1
199402,0.9
199403,0.9
199404,0.8
199405,0.9
199406,0.9
199407,0.7
199408,0.7
199409,0.8
199410,0.7
199411,0.8
199412,0.9
199501,0.8
199502,0.8
199503,0.8
199504,0.6
199505,0.6
199506,0.6
199507,0.5
199508,0.6
199509,0.8
199510,0.6
199511,0.6
199512,0.6
199601,0.6
199602,0.4
199603,0.5
199604,0.5
199605,0.6
199606,0.6
199607,0.5
199608,0.5
199609,0.3
199610,0.6
199611,0.5
199612,0.3
199701,0.4
199702,0.5
199703,0.5
199704,1.6
199705,1.6
199706,1.6
199707,1.7
199708,1.6
199709,2.3
199710,2.3
199711,2.3
199712,2.4
199801,2
199802,2.1
199803,2.1
199804,0.8
199805,0.7
199806,0.6
199807,0.5
199808,0.7
199809,-0.1
199810,-0.2
199811,-0.2
199812,-0.1
199901,0
199902,-0.2
199903,-0.2
199904,0
199905,-0.1
199906,0
199907,-0.1
199908,-0.1
199909,-0.2
199910,-0.1
199911,-0.2
199912,-0.3
200001,-0.4
200002,-0.2
200003,-0.3
200004,-0.6
200005,-0.2
200006,-0.5
200007,-0.3
200008,-0.5
200009,-0.5
200010,-0.6
200011,-0.5
200012,-0.5
200101,-0.9
200102,-1
200103,-1.1
200104,-0.9
200105,-1.1
200106,-0.9
200107,-0.9
200108,-0.9
200109,-0.8
200110,-0.7
200111,-0.9
200112,-0.8
200201,-0.8
200202,-0.8
200203,-0.7
200204,-0.8
200205,-0.9
200206,-0.8
200207,-0.9
200208,-0.8
200209,-0.8
200210,-0.8
200211,-0.7
200212,-0.6
200301,-0.7
200302,-0.6
200303,-0.5
200304,-0.4
200305,-0.3
200306,-0.3
200307,0
200308,-0.1
200309,-0.1
200310,-0.1
200311,-0.2
200312,-0.3
200401,-0.4
200402,-0.4
200403,-0.4
200404,-0.6
200405,-0.6
200406,-0.7
200407,-0.8
200408,-0.7
200409,-0.7
200410,-0.5
200411,-0.7
200412,-0.7
200501,-0.6
200502,-0.6
200503,-0.6
200504,-0.5
200505,-0.4
200506,-0.4
200507,-0.4
200508,-0.5
200509,-0.3
200510,-0.4
200511,-0.1
200512,0
200601,-0.7
200602,-0.5
200603,-0.5
200604,-0.6
200605,-0.5
200606,-0.4
200607,-0.3
200608,-0.4
200609,-0.5
200610,-0.4
200611,-0.2
200612,-0.3
200701,-0.2
200702,-0.3
200703,-0.4
200704,-0.2
200705,-0.3
200706,-0.4
200707,-0.5
200708,-0.2
200709,-0.3
200710,-0.3
200711,-0.1
200712,-0.1
200801,-0.1
200802,-0.1
200803,0.1
200804,-0.1
200805,-0.1
200806,0.1
200807,0.2
200808,0
200809,0.2
200810,0.2
200811,0
200812,0
200901,-0.2
200902,-0.1
200903,-0.3
200904,-0.4
200905,-0.5
200906,-0.7
200907,-0.9
200908,-0.9
200909,-1
200910,-1.1
200911,-1
200912,-1.2
201001,-1.2
201002,-1.1
201003,-1.1
201004,-1.6
201005,-1.6
201006,-1.5
201007,-1.5
201008,-1.5
201009,-1.5
201010,-0.8
201011,-0.9
201012,-0.7
201101,-1.3
201102,-1.3
201103,-1.4
201104,-1.1
201105,-0.8
201106,-0.8
201107,-0.5
201108,-0.5
201109,-0.4
201110,-1
201111,-1.1
201112,-1.1
201201,-0.9
201202,-0.6
201203,-0.5
201204,-0.3
201205,-0.6
201206,-0.6
201207,-0.6
201208,-0.5
201209,-0.6
201210,-0.5
201211,-0.5
