197101;17
197102;17.4
197103;17.8
197104;18.2
197105;18.8
197106;19.5
197107;20.8
197108;21.7
197109;22.6
197110;22.8
197111;22.8
197112;24.7
197201;25.1
197202;25.3
197203;26.1
197204;26.2
197205;25.5
197206;26.6
197207;27.1
197208;26.4
197209;26.9
197210;27.8
197211;28.5
197212;26.5
197301;26.1
197302;26.8
197303;26.9
197304;27.3
197305;26.5
197306;25.3
197307;22.8
197308;21.9
197309;20.6
197310;18.4
197311;17.3
197312;16
197401;15.5
197402;14.6
197403;12.8
197404;11.3
197405;11.7
197406;11.3
197407;11.1
197408;11.2
197409;10.6
197410;10.7
197411;11.2
197412;11.7
197501;11.9
197502;11.9
197503;12.3
197504;12.8
197505;12.6
197506;12.4
197507;13.1
197508;13.5
197509;13.8
197510;14.3
197511;13.9
197512;14.5
197601;15
197602;15.3
197603;15.7
197604;15.2
197605;15.5
197606;16.2
197607;15.5
197608;15.2
197609;15
197610;14.9
197611;14.3
197612;13.8
197701;13.1
197702;12.4
197703;12.2
197704;11.5
197705;11.2
197706;11
197707;11.2
197708;10.9
197709;11.3
197710;10.6
197711;10.8
197712;10.7
197801;10.6
197802;10.7
197803;11.1
197804;11.9
197805;11.5
197806;12
197807;12
197808;12.3
197809;12
197810;12.1
197811;12.3
197812;12.2
197901;12.3
197902;12.3
197903;12.2
197904;12.2
197905;12.8
197906;11.8
197907;11.9
197908;11.9
197909;11.4
197910;11.4
197911;11.1
197912;11
198001;10.6
198002;10.8
198003;10.6
198004;10.4
198005;10.3
198006;9.6
198007;8.8
198008;8.3
198009;8
198010;7.6
198011;7.9
198012;7.8
198101;7.4
198102;7.6
198103;7.7
198104;7.9
198105;7.5
198106;8.3
198107;9
198108;9.6
198109;10.1
198110;10.8
198111;10.4
198112;10.5
198201;10.7
198202;10.6
198203;10.5
198204;9.3
198205;9.4
198206;8.8
198207;9.3
198208;9
198209;8.9
198210;8.3
198211;8
198212;7.9
198301;7.7
198302;7.4
198303;7.6
198304;7.6
198305;7.5
198306;7.7
198307;7.1
198308;6.9
198309;7.2
198310;7.2
198311;6.8
198312;7.6
198401;7.6
198402;7.8
198403;8.4
198404;7.7
198405;7.6
198406;7.5
198407;7.7
198408;7.7
198409;8.1
198410;7.7
198411;8.1
198412;7.8
198501;7.9
198502;7.9
198503;7.9
198504;8.4
198505;8.3
198506;8.2
198507;8.2
198508;8.3
198509;8.3
198510;8.6
198511;9.1
198512;9.3
198601;9
198602;9
198603;9
198604;8.4
198605;8.4
198606;8.5
198607;8.7
198608;8.9
198609;8.9
198610;8.5
198611;8.3
198612;8.2
198701;8.6
198702;8.8
198703;9
198704;9.8
198705;10.2
198706;10
198707;10.3
198708;11
198709;11.1
198710;11.7
198711;12.4
198712;11.5
198801;11.9
198802;12.4
198803;11.8
198804;11.3
198805;11.4
198806;11.1
198807;11.1
198808;10.9
198809;10.6
198810;11
198811;10.3
198812;10.4
198901;10
198902;10.4
198903;10.3
198904;10.2
198905;9.4
198906;9.4
198907;9.8
198908;9.6
198909;9.6
198910;9.6
198911;9.9
198912;10.6
199001;11.5
199002;11.8
199003;11.6
199004;13.2
199005;13.2
199006;12.6
199007;12.2
199008;11.9
199009;12
199010;11.8
199011;9.9
199012;8.5
199101;7.4
199102;5.5
199103;5.1
199104;3.8
199105;3.6
199106;3.7
199107;3.4
199108;2.7
199109;2.2
199110;2.1
199111;2.4
199112;2
199201;1.8
199202;1.6
199203;1.8
199204;1.6
199205;1.1
199206;0.9
199207;0.2
199208;0.3
199209;-0.5
199210;-0.6
199211;-0.6
199212;-0.4
199301;-0.3
199302;0.1
199303;-0.4
199304;0.5
199305;1.5
199306;1.4
199307;1.6
199308;1.7
199309;1.9
199310;1.8
199311;1.5
199312;1.4
199401;1.6
199402;1.5
199403;1.9
199404;2.2
199405;1.7
199406;1.5
199407;2
199408;1.9
199409;2.3
199410;2.4
199411;2.7
199412;2.9
199501;3.1
199502;3.6
199503;3.5
199504;3.1
199505;3.1
199506;3.1
199507;2.7
199508;2.7
199509;2.6
199510;2.4
199511;3.3
199512;3.2
199601;3.1
199602;2.8
199603;3
199604;2.8
199605;3.2
199606;3.7
199607;3.7
199608;3.7
199609;3.4
199610;3.6
199611;3.1
199612;2.9
199701;3
199702;2.9
199703;2.7
199704;3.2
199705;3.1
199706;2.9
199707;3
199708;3.2
199709;2.9
199710;2.9
199711;3.2
199712;3.8
199801;4.5
199802;5
199803;4.5
199804;3.6
199805;3.9
199806;3.4
199807;3.5
199808;3.8
199809;3.8
199810;3.9
199811;4.3
199812;3.9
199901;3.6
199902;3.4
199903;3.7
199904;3.9
199905;4.1
199906;4.3
199907;4
199908;3.5
199909;3.3
199910;3.6
199911;2.9
199912;2.6
200001;2.6
200002;2.1
200003;1.9
200004;2.9
200005;2.2
200006;1.9
200007;2
200008;1.8
200009;2
200010;2.1
200011;1.9
200012;2
200101;2.2
200102;2.6
200103;2.5
200104;2.3
200105;2.6
200106;2.9
200107;3
200108;2.9
200109;3.2
200110;2.9
200111;3
200112;3.3
200201;3.5
200202;3.5
200203;3.7
200204;3.5
200205;3.5
200206;3.4
200207;3.3
200208;3.4
200209;3.2
200210;3.3
200211;3.2
200212;2.2
200301;1.9
200302;1.9
200303;1.7
200304;1.3
200305;1.6
200306;1.8
200307;1.8
200308;1.9
200309;1.8
200310;1.5
200311;1.5
200312;1.5
200401;1.6
200402;1.7
200403;1.7
200404;1.8
200405;2
200406;1.7
200407;1.8
200408;1.9
200409;2.1
200410;2
200411;2
200412;2
200501;1.9
200502;1.8
200503;2
200504;1.8
200505;1.4
200506;1.6
200507;1.6
200508;1.6
200509;2
200510;1.9
200511;2
200512;1.9
200601;1.8
200602;1.7
200603;1.4
200604;1.6
200605;1.3
200606;1.1
200607;0.5
200608;0.4
200609;0.5
200610;0.5
200611;0.6
200612;0.7
200701;0.9
200702;1
200703;1.1
200704;1.1
200705;1.4
200706;1.8
200707;2
200708;1.8
200709;1.7
200710;1.9
200711;2
200712;2.1
200801;2.1
200802;2.4
200803;2.3
200804;1.9
200805;2.1
200806;2.2
200807;2.1
200808;2.4
200809;2.2
200810;1.8
200811;1.8
200812;1.8
200901;2
200902;2.1
200903;2.2
200904;2.7
200905;2.7
200906;2.5
200907;2.7
200908;2.8
200909;3
200910;3.4
200911;3.3
200912;3.1
201001;3
201002;2.7
201003;2.7
201004;2.9
201005;3.1
201006;2.9
201007;2.7
201008;2.8
201009;2.8
201010;2.8
201011;2.6
201012;2.3
201101;2.3
201102;2.4
201103;2.6
201104;2.7
201105;2.7
201106;2.8
201107;3
201108;2.7
201109;2.7
201110;2.8
201111;3
201112;3.2
201201;3.1
201202;2.9
201203;3
201204;2.6
201205;2.2
201206;2.3
201207;2.3
201208;2.4
201209;2.4
201210;2.3
201211;2.1
201212;
